,PLAYER,FPTS/G,FPTS/G 22,FPTS 22
415,Osirus Mitchell (FA) ,0.0,-0.8432543181239911,-14.34
416,Kawaan Baker (NO) ,0.0,-0.8432543181239911,-14.34
417,Tre Nixon (NE) ,0.0,-0.8432543181239911,-14.34
418,Calvin Jackson Jr. (NYJ) ,0.0,-0.8432543181239911,-14.34
419,DeVonte Dedmon (MIA) ,0.0,-0.8432543181239911,-14.34
420,Danny Gray (SF) ,0.0,-0.8432543181239911,-14.34
421,Jalen Tolbert (DAL) ,0.0,-0.8432543181239911,-14.34
422,Alec Pierce (IND) ,0.0,-0.8432543181239911,-14.34
423,Skyy Moore (KC) ,0.0,-0.8432543181239911,-14.34
424,Kyle Philips (TEN) ,0.0,-0.8432543181239911,-14.34
425,Slade Bolden (BAL) ,0.0,-0.8432543181239911,-14.34
426,Christian Watson (GB) ,0.0,-0.8432543181239911,-14.34
427,Samori Toure (GB) ,0.0,-0.8432543181239911,-14.34
428,Corey Sutton (DET) ,0.0,-0.8432543181239911,-14.34
429,Jerreth Sterns (TB) ,0.0,-0.8432543181239911,-14.34
430,Jaquarii Roberson (DAL) ,0.0,-0.8432543181239911,-14.34
431,Tyler Snead (PIT) ,0.0,-0.8432543181239911,-14.34
432,Romeo Doubs (GB) ,0.0,-0.8432543181239911,-14.34
433,Dontario Drummond (DAL) ,0.0,-0.8432543181239911,-14.34
434,Erik Ezukanma (MIA) ,0.0,-0.8432543181239911,-14.34
435,Stanley Berryhill III (ATL) ,0.0,-0.8432543181239911,-14.34
436,Josh Johnson (DET) ,0.0,-0.8432543181239911,-14.34
437,Kaylon Geiger (TB) ,0.0,-0.8432543181239911,-14.34
438,Khalil Shakir (BUF) ,0.0,-0.8432543181239911,-14.34
439,Tanner Conner (MIA) ,0.0,-0.8432543181239911,-14.34
440,Velus Jones Jr. (CHI) ,0.0,-0.8432543181239911,-14.34
441,Jalen Virgil (DEN) ,0.0,-0.8432543181239911,-14.34
442,Kalil Pimpleton (DET) ,0.0,-0.8432543181239911,-14.34
443,Jameson Williams (DET) ,0.0,-0.8432543181239911,-14.34
444,Brayden Lenius (ATL) ,0.0,-0.8432543181239911,-14.34
445,Calvin Austin III (PIT) ,0.0,-0.8432543181239911,-14.34
446,Malik Taylor (GB) ,-0.1,-0.9473265797617717,-16.1
447,Alex Bachman (NYG) ,-0.2,-1.0513988413995523,-17.87
448,Racey McMath (TEN) ,-0.2,-1.0513988413995523,-17.87
449,Diontae Spencer (FA) ,-0.3,-1.1554711030373328,-19.64
450,Travis Benjamin (FA) ,-0.4,-1.2595433646751133,-21.41
451,J.J. Koski (LAR) ,-0.7,-1.571760149588455,-26.72
